datetime,latitude,longitude 
3/12/2005,43.9827778,-124.0986111
3/12/2005,45.7055556,-121.5202778
3/12/2005,48.1366667,-123.7327778
3/12/2005,48.117039,-122.760447
3/12/2005,48.486918,-122.895512
3/12/2005,40.5494444,-122.1741667
3/12/2005,45.467841,-122.71402
3/12/2005,45.5236111,-122.675
3/12/2005,47.6063889,-122.3308333
3/12/2005,45.4313889,-122.7702778
3/12/2005,46.216667,-63.483333
3/12/2005,46.216667,-63.483333
3/12/2005,37.0475,-88.4769444
3/12/2005,36.3133333,-82.3536111
3/12/2005,38.9780556,-122.8383333
3/13/2005,42.7875,-86.1088889
3/13/2005,47.0344444,-122.8219444
3/13/2005,29.9838889,-90.1527778
3/13/2005,35.9786111,-114.8316667
3/13/2005,55.833333,-3.083333
3/13/2005,46.2858333,-119.2833333
3/13/2005,53.1,-2.433333
3/13/2005,52.966667,-1.883333
3/13/2005,38.7838889,-90.4811111
3/13/2005,39.8308333,-77.2313889
3/13/2005,41.7797222,-71.4377778
3/13/2005,47.7575,-122.2427778
3/13/2005,47.1013889,-94.5869444
3/14/2005,39.9522222,-75.1641667
3/14/2005,40.4147222,-74.23
3/14/2005,36.7280556,-76.5838889
3/14/2005,-37.84539,144.077377
3/14/2005,-37.84539,144.077377
3/14/2005,49.266667,-122.783333
3/14/2005,33.7358333,-118.2913889
3/14/2005,25.7738889,-80.1938889
3/14/2005,37.2697222,-81.2225
3/14/2005,31.2516667,-89.8375
3/14/2005,31.2516667,-89.8375
3/14/2005,39.2461111,-94.4188889
3/15/2005,44.6683333,-67.4644444
3/15/2005,37.2152778,-93.2980556
3/15/2005,43.1044444,-74.2652778
3/15/2005,40.4947222,-81.2430556
3/15/2005,33.7738889,-117.9405556
3/15/2005,29.8830556,-97.9411111
3/15/2005,39.7597222,-121.6208333
3/15/2005,39.0638889,-108.55
3/15/2005,34.1141667,-116.4313889
3/15/2005,42.930283,-6.761277
3/15/2005,34.0605556,-86.7675
3/15/2005,36.175,-115.1363889
3/15/2005,43.4577778,-88.8372222
3/15/2005,40.3777778,-76.6466667
3/15/2005,25.547827,-103.425741
3/16/2005,32.178195,34.90761
3/16/2005,40.5741667,-74.6102778
3/16/2005,40.5741667,-74.6102778
3/16/2005,54.583333,-3.533333
3/16/2005,38.8858333,-94.5327778
3/16/2005,36.2569444,-83.0861111
3/16/2005,44.09395,-70.158294
3/16/2005,36.4375,-86.9672222
3/16/2005,40.4166667,-86.8752778
3/16/2005,40.5333333,-77.3858333
